sample,time_s,pitch_deg,roll_deg,density_system,density_lab,density_error,total_indicated_volume_gal,total_true_volume_gal,total_indicated_weight_lb,total_true_weight_lb,total_weight_error_lb,probe_height_T1,indicated_volume_gal_T1,indicated_weight_lb_T1,true_volume_gal_T1,true_weight_lb_T1,volume_error_in3_T1,fuel_wl_T1,probe_height_T2,indicated_volume_gal_T2,indicated_weight_lb_T2,true_volume_gal_T2,true_weight_lb_T2,volume_error_in3_T2,fuel_wl_T2,probe_height_T3,indicated_volume_gal_T3,indicated_weight_lb_T3,true_volume_gal_T3,true_weight_lb_T3,volume_error_in3_T3,fuel_wl_T3,probe_height_T4,indicated_volume_gal_T4,indicated_weight_lb_T4,true_volume_gal_T4,true_weight_lb_T4,volume_error_in3_T4,fuel_wl_T4,probe_height_T5,indicated_volume_gal_T5,indicated_weight_lb_T5,true_volume_gal_T5,true_weight_lb_T5,volume_error_in3_T5,fuel_wl_T5,phase,active_tanks,scale_gross_weight_lb,dry_weight_lb
10,10.0,-0.058606687249980624,0.4053381562179616,6.733414474958235,6.71,0.023414474958235232,18.19807276048754,17.636363636363797,122.53516654180999,118.34000000000107,4.195166541808916,0.007995484534468732,1.0736107980478555,7.229066488046893,0.9350649350649152,6.274285714285581,32.004094349059244,88.24,0.0,2.791141960367348,18.793915677600804,2.3376623376623034,15.685714285714056,104.7537928448653,85.27,0.8491060697201959,10.114511565468224,68.10519858205622,10.025974025974284,67.27428571428744,20.452171623100185,81.15800000000003,0.0,2.3566890883657483,15.868564420578057,2.3376623376623034,15.685714285714056,4.39517941249585,85.27,0.2547411581901169,1.8621193482383662,12.53842137352801,1.9999999999999896,13.41999999999993,-31.85043055693501,83.33,1,[3],,12000.0
11,11.0,-0.08903922850785985,0.33101969747975507,6.733706032442424,6.71,0.02370603244242364,18.734714864231606,18.3116883116885,126.1540624973651,122.87142857142983,3.282633925935272,0.01680616274914791,0.9759948768251852,6.572062589710649,0.9350649350649152,6.274285714285581,9.454816546622368,88.24,0.008988442711931038,2.606290980099535,17.549997294996516,2.337662337662304,15.685714285714058,62.05321640300042,85.27,0.9226726389135257,10.845422287609697,73.02988548246293,10.701298701298985,71.80571428571619,33.29254843777471,81.23600000000003,0.0014425901542773902,2.633156464990302,17.730901572669964,2.337662337662304,15.685714285714058,68.25914341276757,85.27,0.24918193187301008,1.6738502547068848,11.271215557525037,1.9999999999999893,13.419999999999929,-75.3405911627072,83.33,1,[3],,12000.0
12,12.0,-0.06480551414074809,0.2865524648586894,6.733997080664497,6.71,0.023997080664496906,19.243783207585768,18.987012987013195,129.58757994082302,127.40285714285854,2.1847227979644828,0.03203557782641831,1.1366573516076666,7.654247287441865,0.9350649350649148,6.274285714285578,46.56784822137564,88.24,0.0,2.4087569199333956,16.22056206686189,2.3376623376623034,15.685714285714056,16.42284850462238,85.27,1.017149602256806,11.41055684646084,76.83865649282359,11.376623376623684,76.33714285714491,7.8386315323832605,81.31400000000004,0.01670222491829157,2.3753535291450434,15.995623730808832,2.3376623376623034,15.685714285714056,8.706665232512933,85.27,0.2970572035598637,1.9124585604388222,12.878490362886856,1.9999999999999893,13.419999999999929,-20.222072538629618,83.33,1,[3],,12000.0
13,13.0,-0.0780792525028228,0.3010047741060994,6.73428757366457,6.71,0.02428757366457024,19.199877740408805,19.662337662337897,129.297498083114,131.93428571428728,-2.6367876311732914,0.0,1.0892625721158111,7.335407403857414,0.9350649350649151,6.27428571428558,35.619654158757015,88.24,0.0,2.3754629718219302,15.997050772840735,2.337662337662304,15.685714285714058,8.731946490873725,85.27,1.1033896257602105,11.831406492740388,79.67609372303592,12.051948051948386,80.86857142857367,-50.94510017704761,81.39200000000004,0.0,2.459889132284099,16.56560081613333,2.337662337662304,15.685714285714058,28.2343895576347,85.27,0.2613195287011018,1.4438565714465765,9.72334536724661,1.9999999999999893,13.419999999999929,-128.46913199583838,83.33,1,[3],,12000.0
14,14.0,-0.057793071584605366,0.2804119208186347,6.73457746557043,6.71,0.024577465570430057,19.770617030087713,20.337662337662596,133.14675193125169,136.46571428571602,-3.3189623544643325,0.03993461783383573,1.1250861405526356,7.576979768991385,0.9350649350649151,6.27428571428558,43.89489846766347,88.24,0.008574345277327991,2.5711417666143537,17.315553402227973,2.3376623376623034,15.685714285714056,53.93374808792362,85.27,1.126135536796519,12.196686077186161,82.13952721005452,12.727272727273087,85.40000000000242,-122.56551617008017,81.47000000000004,0.0,2.46947850237666,16.630894273816466,2.3376623376623034,15.685714285714056,30.449534049016393,85.27,0.2622806790843678,1.4082245433579048,9.483797276161354,1.9999999999999896,13.41999999999993,-136.70013048432162,83.33,1,[3],,12000.0
15,15.0,-0.054988718391696965,0.30462731088182987,6.734866710604782,6.71,0.024866710604782405,21.052996823303307,21.0129870129873,141.78912746373368,140.99714285714478,0.7919846065888976,0.02131960461575287,1.1593310922360065,7.807940379669363,0.9350649350649151,6.27428571428558,51.80548230652212,88.24,0.0,2.4973524807644147,16.819336087346528,2.3376623376623034,15.685714285714056,36.888423056587726,85.27,1.2131771411898036,13.231910571476826,89.11515402553877,13.402597402597788,89.93142857143116,-39.42865798894218,81.54800000000004,0.0,2.605170748243583,17.545477747787057,2.3376623376623034,15.685714285714056,61.794442844275636,85.27,0.27982009391646817,1.5592319305824762,10.501219223391946,1.9999999999999893,13.419999999999929,-101.81742403544553,83.33,1,[3],,12000.0
16,16.0,-0.02429816961520407,0.29370199000797775,6.735155263092487,6.71,0.025155263092487168,22.450230467519827,21.688311688312,151.20578789095546,145.52857142857354,5.677216462381921,0.0,0.9093336807947876,6.124503526112277,0.9350649350649151,6.27428571428558,-5.943919736399437,88.24,0.0,2.4828942210724003,16.7226780807577,2.337662337662304,15.685714285714058,33.548565067732284,85.27,1.3672878667376924,14.674915091035208,98.83783161082114,14.077922077922487,94.46285714285989,137.9053860290387,81.62600000000005,0.016769784074726898,2.4718347020747924,16.648190503173687,2.337662337662304,15.685714285714058,30.993816179284863,85.27,0.3253068904495715,1.911252772542636,12.872584170090644,1.9999999999999893,13.419999999999929,-20.500609542648647,83.33,1,[3],,12000.0
17,17.0,-0.037754576194888444,0.3085341638341236,6.7354430774677585,6.71,0.025443077467758535,22.7368458154085,22.3636363636367,153.14273075084495,150.06000000000225,3.0827307508426998,0.0,0.9191072452243251,6.190594532296642,0.9350649350649151,6.27428571428558,-3.6862263531762665,88.24,0.0,2.249610923295077,15.15212632030368,2.3376623376623034,15.685714285714056,-20.33987671882926,85.27,1.3935540831271387,14.629508388683579,98.53622100331532,14.753246753247192,98.99428571428865,-28.583562214194444,81.70400000000005,0.0,2.7028490211690896,18.20488572907385,2.337662337662303,15.685714285714052,84.35812389006776,85.27,0.32534002845648957,2.2357702370364283,15.05890316585546,1.9999999999999893,13.419999999999929,54.46292475541742,83.33,1,[3],,12000.0
18,18.0,-0.04411292756233791,0.28122178970306355,6.735730108281371,6.71,0.02573010828137079,23.830299150805185,23.038961038961403,160.51446347943047,154.591428571431,5.923034907999465,0.0,0.9818141514202973,6.613235140458421,0.9350649350649151,6.27428571428558,10.799068978093288,88.24,0.02702092454004799,2.8419716714765757,19.142754154447502,2.337662337662304,15.685714285714058,116.49545611109681,85.27,1.4725543839899515,15.269906393501902,102.85396824534897,15.428571428571889,103.52571428571737,-36.65162310116693,81.78200000000005,0.00857512876923227,2.675642257438841,18.022404112420737,2.337662337662304,15.685714285714058,78.0733614683802,85.27,0.2913193098012973,2.060964676967569,13.882101826754843,1.9999999999999896,13.41999999999993,14.082840379510799,83.33,1,[3],,12000.0
19,19.0,-0.03741641575553801,0.24811063390791602,6.736016310207834,6.71,0.026016310207833904,23.98225212321198,23.714285714286103,161.54484145747233,159.12285714285974,2.421984314612587,0.0,0.8780432624441554,5.914513736891928,0.9350649350649151,6.27428571428558,-13.172006375395455,88.24,0.03566173918469941,2.515205834468187,16.942467524507613,2.3376623376623034,15.685714285714056,41.0125477621591,85.27,1.5512536599427043,16.106380779830562,108.49284363135664,16.10389610389659,108.05714285714613,0.5739601407472037,81.86000000000006,0.0,2.3198298331020704,15.626411592682263,2.3376623376623034,15.685714285714056,-4.119308553413816,85.27,0.3069493500804185,2.162792413367006,14.568604972033915,1.9999999999999896,13.41999999999993,37.60504748778078,83.33,1,[3],,12000.0
20,20.0,-0.08169167356197872,0.27985280588499695,6.736301638052541,6.71,0.02630163805254071,24.18632818734424,24.389610389610805,162.92640218688334,163.6542857142885,-0.7278835274051687,0.0,0.8921948659039161,6.010093736650616,0.9350649350649145,6.274285714285576,-9.90298597619065,88.24,0.006984612453010316,2.353391753005352,15.853156720749293,2.337662337662304,15.685714285714058,3.6334949442441484,85.27,1.638590600206634,16.917961093679015,113.9644890278591,16.779220779221294,112.58857142857488,32.04901263973352,81.93800000000006,0.0,2.4692282745882412,16.633466470834417,2.337662337662303,15.685714285714052,30.39173142989182,85.27,0.23471696432423483,1.5535522001677184,10.46519623078993,1.9999999999999896,13.41999999999993,-103.12944176125467,83.33,1,[3],,12000.0
21,21.0,-0.06481632799518419,0.2955371267037295,6.736586046758921,6.71,0.026586046758921178,25.15871738533062,25.064935064935508,169.48386449236932,168.18571428571727,1.2981502066520534,0.0,1.056992611925302,7.1205216810232566,0.9350649350649151,6.27428571428558,28.165293354749366,88.24,0.01895013143437469,2.7669421448153,18.63974384495195,2.337662337662304,15.685714285714058,99.16363545234219,85.27,1.7153230944347815,17.19924721784099,115.86420882246482,17.454545454545993,117.12000000000361,-58.97389267885592,82.01600000000006,0.009770283748985278,2.479648311780265,16.704364218008248,2.337662337662304,15.685714285714058,32.798760021248995,85.27,0.26122730327989235,1.6558870989687602,11.15502592592106,1.9999999999999893,13.419999999999929,-79.49008013821395,83.33,1,[3],,12000.0
22,22.0,-0.03383555682141998,0.2941290458260666,6.736869491415541,6.71,0.026869491415540736,26.045018217896576,25.740259740260203,175.4618886355094,172.71714285714597,2.7447457783634377,0.010762308740078521,1.131454640462505,7.62246224825239,0.9350649350649151,6.27428571428558,45.36602194684329,88.24,0.0,2.717174409020563,18.305249378985685,2.3376623376623034,15.685714285714056,87.66728848375806,85.27,1.7882394323198332,18.129340139428734,122.1349984848126,18.129870129870692,121.65142857143235,-0.12242779209282162,82.09400000000007,0.0035314671690742207,2.235507235365498,15.060320491772524,2.3376623376623034,15.685714285714056,-23.59782863056205,85.27,0.2993299889640226,1.8315417936192744,12.338858031686188,1.9999999999999896,13.41999999999993,-38.91384567394522,83.33,1,[3],,12000.0
23,23.0,-0.011461065387905223,0.31786027088996277,6.737151927263205,6.71,0.02715192726320481,26.904084363062037,26.415584415584913,181.25690381785526,177.24857142857476,4.008332389280497,0.05034948075067841,1.1901354373060011,8.018123255150362,0.9350649350649152,6.274285714285581,58.921286017690875,88.24,0.0,2.6420382251404706,17.79981292040818,2.337662337662304,15.685714285714058,70.3108300074565,85.27,1.8413442186625655,18.749024783717392,126.31502845592722,18.8051948051954,126.18285714286112,-12.975274961419927,82.17200000000007,0.00631210007180681,2.2601656817586036,15.22707957879413,2.337662337662304,15.685714285714058,-17.901727513754736,85.27,0.3044164901240977,2.0627202351395684,13.896859607575355,1.9999999999999893,13.419999999999929,14.488374317242688,83.33,1,[3],,12000.0
24,24.0,0.003248938152218845,0.34285950480315525,6.737433309702018,6.71,0.02743330970201807,27.8772387818577,27.09090909090961,187.82103715140497,181.78000000000347,6.041037151401497,0.0,0.9885374009965415,6.66020481336036,0.9350649350649152,6.274285714285581,12.352139630205698,88.24,0.0,2.687237538166678,18.105083700725825,2.337662337662304,15.685714285714058,80.75187131651046,85.27,1.9927248145473844,19.802828561200645,133.4202367745517,19.480519480520094,130.71428571428984,74.45339763720676,82.25000000000007,0.0,2.5527079205899272,17.19869937412275,2.337662337662304,15.685714285714058,49.675529656281014,85.27,0.2979641889134565,1.8459273609039062,12.436812488644316,1.9999999999999896,13.41999999999993,-35.59077963119529,83.33,1,[3],,12000.0
25,25.0,-0.00020310909160782217,0.37503640921184644,6.737713594298427,6.71,0.02771359429842679,28.50285637901081,27.76623376623431,192.0440829011968,186.31142857143223,5.732654329764557,0.042584942240565964,1.0769225684458388,7.255995829424306,0.9350649350649152,6.274285714285581,32.76911331099336,88.24,0.0,2.665433919453354,17.958930353805002,2.337662337662304,15.685714285714058,75.71523539373266,85.27,2.0844649149749186,20.358668352810735,137.17087652254605,20.155844155844797,135.24571428571858,46.85238949913128,82.32800000000007,0.0,2.247525024348182,15.143179910076649,2.337662337662304,15.685714285714058,-20.82171937556211,85.27,0.3643789821566962,2.1543065139526996,14.515100285344758,1.9999999999999893,13.419999999999929,35.64480472307605,83.33,1,[3],,12000.0
26,26.0,0.024936966540502512,0.3623607231578251,6.737992736792255,6.71,0.027992736792255002,28.2237793401693,28.441558441559007,190.17162019888806,190.84285714286094,-0.6712369439728718,0.0,1.0905960616571992,7.348428342220447,0.9350649350649152,6.274285714285581,35.92769024281765,88.24,0.008995527660721318,2.410847350924792,16.244271940046097,2.3376623376623034,15.685714285714056,16.905738063634885,85.27,2.1017424227044965,20.541670002469793,138.4096232782248,20.8311688311695,139.77714285714734,-66.87422942963258,82.40600000000008,0.0,2.1952592131773145,14.791640633765025,2.3376623376623016,15.685714285714043,-32.89512175603204,85.27,0.3585811687415419,1.9854067119402017,13.377656004631671,1.9999999999999893,13.419999999999929,-3.371049541810976,83.33,1,[3],,12000.0
27,27.0,0.045668209314536364,0.3372642345121848,6.7382706931036545,6.71,0.028270693103654487,29.57563562101125,29.11688311688371,199.2886387349726,195.3742857142897,3.91435302068291,0.00943077045090278,1.0644970633724558,7.172869365017522,0.9350649350649152,6.274285714285581,29.8988216390419,88.24,0.003215945110589687,2.3837933164524094,16.062644642667635,2.3376623376623034,15.685714285714056,10.656256100514497,85.27,2.18359149711946,21.775442725333935,146.72882754547481,21.5064935064942,144.30857142857607,62.127269551979225,82.48400000000008,0.0,2.186678991776184,14.734434965510907,2.3376623376623034,15.685714285714056,-34.877152899693556,85.27,0.3718926111968773,2.165223524076267,14.589862216301725,1.9999999999999896,13.41999999999993,38.16663406162007,83.33,1,[3],,12000.0
28,28.0,0.05256394411293642,0.33639778605821813,6.738547419340113,6.71,0.0285474193401134,30.00238958865145,29.792207792208412,202.17252493664392,199.90571428571843,2.2668106509254926,0.03146709804950485,1.0807486225022804,7.282675841118124,0.9350649350649151,6.27428571428558,33.65293179803143,88.24,0.0,2.3946614673012325,16.13653985067593,2.3376623376623034,15.685714285714056,13.166798946592621,85.27,2.265755325231306,21.951143192752717,147.91881931308913,22.1818181818189,148.84000000000484,-53.28592247428878,82.56200000000008,0.023822859061777304,2.3864460427748626,16.081179822934978,2.3376623376623034,15.685714285714056,11.269035881001173,85.27,0.3900606463170127,2.1893902633203544,14.753310108825746,1.9999999999999893,13.419999999999929,43.749150827004314,83.33,1,[3],,12000.0
29,29.0,0.05164059092838671,0.34474839895260884,6.738822871803341,6.71,0.02882287180334142,31.39191656395712,30.467532467533108,211.54456533093642,204.43714285714714,7.107422473789285,0.018548769631163614,1.1550892625660922,7.783941941554837,0.9350649350649152,6.274285714285581,50.825619652771934,88.24,0.0,2.6641975758896908,17.953555559408468,2.3376623376623034,15.685714285714056,75.42964003052657,85.27,2.3437700772703955,23.001499054302517,155.00302791289673,22.8571428571436,153.37142857143357,33.346281543709665,82.64000000000009,0.0,2.248110092132529,15.149615707194604,2.3376623376623034,15.685714285714056,-20.68656871737778,85.27,0.3745318745244649,2.3230205790662914,15.654424209881768,1.9999999999999893,13.419999999999929,74.61775376431575,83.33,1,[3],,12000.0
30,30.0,0.043388847575884376,0.302444793879561,6.739097006996207,6.71,0.02909700699620732,31.787861745132467,31.14285714285781,214.22148394543143,208.9685714285759,5.252912516855531,0.02942983945986314,1.0800926973856715,7.278849464230239,0.9350649350649152,6.274285714285581,33.501413096094694,88.24,0.0,2.5456865119487286,17.15562835342429,2.3376623376623034,15.685714285714056,48.05358426016426,85.27,2.4226002031718727,23.33421189979895,157.2515175745504,23.532467532468303,157.9028571428623,-45.797051146620106,82.71800000000009,0.0,2.406876806405523,16.22017628225605,2.3376623376623034,15.685714285714056,15.98854227968377,85.27,0.4061973159315081,2.4209938295935913,16.315312270970455,1.9999999999999896,13.41999999999993,97.24957463612202,83.33,1,[3],,12000.0
31,31.0,0.017850315190316633,0.2337677540896917,6.7393697816295814,6.71,0.029369781629581482,32.798303509186155,31.818181818182516,221.03989555852462,213.5000000000047,7.53989555851993,0.017276560273963765,0.9901683404473469,6.673110592337162,0.9350649350649152,6.274285714285581,12.728886643341752,88.24,0.0,2.5415218287426615,17.128255411980245,2.337662337662304,15.685714285714058,47.09154243956266,85.27,2.488290866644632,24.46077583214975,164.8502134784052,24.207792207793002,162.43428571429104,58.4392172264088,82.79600000000009,0.01165310483975414,2.5102759041921567,16.917677572265497,2.337662337662304,15.685714285714058,39.873733868396016,85.27,0.37068331082636846,2.295561603654245,15.470638503536561,1.9999999999999896,13.41999999999993,68.27473044413296,83.33,1,[3],,12000.0
32,32.0,0.04169639789483648,0.24514729512969682,6.739641152629193,6.71,0.029641152629192646,33.46496001128369,32.49350649350721,225.54182166313782,218.0314285714334,7.5103930917044295,0.03487869052335584,1.1411575707117494,7.6909925252032645,0.9350649350649148,6.274285714285578,47.607398834418746,88.24,0.017131230762704286,2.5999257210202527,17.52256638316722,2.3376623376623034,15.685714285714056,60.58284155568629,85.27,2.574261252926857,24.74790880995513,166.79202465708815,24.8831168831177,166.96571428571977,-31.233064900553472,82.8740000000001,0.01979167869189706,2.415885512782903,16.282201421992333,2.3376623376623034,15.685714285714056,18.0695534528586,85.27,0.38567268253603865,2.5600823968136504,17.254036675686855,1.9999999999999893,13.419999999999929,129.37903366395568,83.33,1,[3],,12000.0
33,33.0,-0.0026614438178155187,0.2811125273253215,6.739911077142408,6.71,0.02991107714240826,34.44038185694015,33.168831168831915,232.12511117860532,222.56285714286216,9.562254035743166,0.001407950424599933,1.0064337069589855,6.783273689942363,0.9350649350649151,6.27428571428558,16.48618630753026,88.24,0.015535666350531198,2.704911890711377,18.230865614899827,2.3376623376623034,15.685714285714056,84.83464675433606,85.27,2.6653888991879873,25.986933284486444,175.14961950507092,25.558441558442407,171.49714285714856,98.98158871617215,82.9520000000001,0.0,2.7224173598277126,18.34885092010759,2.3376623376623034,15.685714285714056,88.87841012020954,85.27,0.31707960048955997,2.019685614955636,13.612501448584668,1.9999999999999893,13.419999999999929,4.5473770547543495,83.33,1,[3],,12000.0
34,34.0,-0.010537776296683671,0.28339860024651253,6.740179512545023,6.71,0.030179512545022824,33.69588377507189,33.84415584415663,227.1163054778378,227.094285714291,0.022019763546808235,0.012750676217953921,1.0951471105534327,7.381488117775127,0.9350649350649152,6.274285714285581,36.97898253784754,88.24,0.0,2.286339863287312,15.41034110524413,2.337662337662304,15.685714285714058,-11.855491580623038,85.27,2.7044322272606562,25.74262206327076,173.50989383004705,26.233766233767113,176.02857142857732,-113.45430338465758,83.0300000000001,0.006240189431024877,2.531817102578271,17.064901764309163,2.337662337662304,15.685714285714058,44.849750695588455,85.27,0.3320596902585691,2.03995763538212,13.749680660462355,1.9999999999999893,13.419999999999929,9.230213773272169,83.33,1,[3],,12000.0
